,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,helpfulness
0,-0.17561738193035126,0.35944536328315735,0.11361817270517349,0.1506868451833725,-0.03695863112807274,-0.7070682644844055,0.30429553985595703,0.7534254193305969,-0.3893299996852875,-0.16638325154781342,-0.32938292622566223,-0.533346951007843,0.0645146518945694,0.12756066024303436,0.17958581447601318,-0.36030682921409607,-0.0032426444813609123,-0.4685722887516022,-0.12772183120250702,-0.813608705997467,0.09455505013465881,0.20921170711517334,0.2962338924407959,-0.15396113693714142,-0.13249115645885468,0.06961553543806076,-0.3336116373538971,-0.23700730502605438,-0.3371473252773285,0.10020653158426285,0.6370428204536438,-0.022484062239527702,0.30672767758369446,-0.48757481575012207,-0.11480406671762466,0.6115211844444275,0.05387752130627632,-0.3967534005641937,-0.2731836140155792,-0.8739749789237976,-0.03133751079440117,-0.1801999807357788,-0.19898436963558197,0.08347620815038681,0.26334694027900696,-0.25152650475502014,-0.27493971586227417,-0.0016062749782577157,0.14824476838111877,0.20292647182941437,0.3066411018371582,-0.4068652093410492,-0.005027373321354389,-0.12323347479104996,-0.30129900574684143,0.19073617458343506,0.06900020688772202,-0.1328304260969162,-0.5727178454399109,0.09450223296880722,0.2720973789691925,0.14984498918056488,0.23534290492534637,-0.004762478172779083,-0.5330321788787842,0.4246326684951782,0.18860208988189697,0.49333682656288147,-0.8362118601799011,0.5819618105888367,-0.36027809977531433,0.3286549150943756,0.500184178352356,-0.06976724416017532,0.44258227944374084,0.15278716385364532,-0.041336771100759506,-0.20034343004226685,-0.37123313546180725,0.10641691833734512,-0.18618839979171753,-0.08208263665437698,-0.5366387963294983,0.4871343672275543,-0.22366838157176971,0.023657353594899178,0.22606845200061798,0.49419844150543213,0.4576648473739624,0.3017270565032959,0.5603151321411133,0.3276989161968231,0.08100321143865585,0.09212559461593628,0.6300294995307922,0.3910863399505615,0.0682547390460968,-0.2949449121952057,0.16909699141979218,-0.1631542295217514,True
2,-0.14001604914665222,0.30258846282958984,0.09657161682844162,0.13789010047912598,-0.01964547485113144,-0.5895717144012451,0.2541152238845825,0.6389764547348022,-0.32285264134407043,-0.12724579870700836,-0.2837766110897064,-0.4545970559120178,0.07305417209863663,0.11969753354787827,0.1515708565711975,-0.30550867319107056,-0.005669831298291683,-0.3891350328922272,-0.1002722978591919,-0.6864986419677734,0.0867672711610794,0.18011781573295593,0.2498711496591568,-0.13234847784042358,-0.10872884094715118,0.062292855232954025,-0.2768053710460663,-0.19774776697158813,-0.2904491722583771,0.07635319977998734,0.5325953960418701,-0.013808884657919407,0.2515765130519867,-0.4049486219882965,-0.10324199497699738,0.5156610608100891,0.032767217606306076,-0.353598028421402,-0.2401135265827179,-0.7439091801643372,-0.029168594628572464,-0.14290089905261993,-0.1627362221479416,0.06259232014417648,0.22313161194324493,-0.2102479487657547,-0.2304256111383438,-0.007872589863836765,0.12518084049224854,0.16711945831775665,0.2565981149673462,-0.33974704146385193,-0.011057298630475998,-0.11703182756900787,-0.24604320526123047,0.15129514038562775,0.04894743114709854,-0.11291179805994034,-0.49144065380096436,0.07572107762098312,0.23393650352954865,0.12150414288043976,0.1870182454586029,0.002662122482433915,-0.457189679145813,0.36211538314819336,0.15412546694278717,0.40884384512901306,-0.7087631225585938,0.5037528872489929,-0.3089542090892792,0.2738305926322937,0.42698967456817627,-0.06845708936452866,0.37099817395210266,0.12346668541431427,-0.02512434683740139,-0.17801348865032196,-0.3231222927570343,0.09677590429782867,-0.16411632299423218,-0.07702144235372543,-0.4676509499549866,0.41368961334228516,-0.19065387547016144,0.02591259405016899,0.19425399601459503,0.4172205328941345,0.3895731568336487,0.25276634097099304,0.4739172160625458,0.27212557196617126,0.07434462010860443,0.08417749404907227,0.5275254845619202,0.33920982480049133,0.05459396913647652,-0.24068745970726013,0.14689019322395325,-0.1352405846118927,True
3,-0.1731080561876297,0.3669776916503906,0.11136588454246521,0.15419229865074158,-0.018454957753419876,-0.711707353591919,0.30837374925613403,0.771906316280365,-0.38467836380004883,-0.16185066103935242,-0.3319031298160553,-0.5568726062774658,0.0728449672460556,0.1484295129776001,0.17352783679962158,-0.35917454957962036,-0.00439080223441124,-0.4614010453224182,-0.11998473107814789,-0.8297856450080872,0.09940531104803085,0.20181387662887573,0.30843988060951233,-0.16085414588451385,-0.133205845952034,0.07440115511417389,-0.33205610513687134,-0.2319268435239792,-0.34947457909584045,0.09501998126506805,0.6506810188293457,-0.02148953080177307,0.314497709274292,-0.5010334253311157,-0.11598223447799683,0.614823043346405,0.04364842176437378,-0.41402798891067505,-0.2815217077732086,-0.879467248916626,-0.029718022793531418,-0.17947551608085632,-0.21775522828102112,0.08315269649028778,0.2717943787574768,-0.25142088532447815,-0.27492082118988037,-0.012682543136179447,0.1567346453666687,0.20171979069709778,0.30931830406188965,-0.4067252278327942,-0.0018433319637551904,-0.13752873241901398,-0.2988285422325134,0.18335142731666565,0.06197725236415863,-0.1415494978427887,-0.576054573059082,0.09613741189241409,0.26994675397872925,0.13808143138885498,0.2280111312866211,0.0007957732304930687,-0.5471701622009277,0.439282089471817,0.19996768236160278,0.48991769552230835,-0.8486391305923462,0.6123232841491699,-0.37134575843811035,0.3294116258621216,0.5084721446037292,-0.06828233599662781,0.4452122747898102,0.13948872685432434,-0.03738062456250191,-0.21377912163734436,-0.3729211688041687,0.10321930050849915,-0.20710919797420502,-0.08962418884038925,-0.5442010164260864,0.48406773805618286,-0.23477649688720703,0.022235732525587082,0.23619647324085236,0.4906826615333557,0.45603281259536743,0.2971007823944092,0.5702003240585327,0.31708839535713196,0.0962764173746109,0.08346223831176758,0.6269285678863525,0.3974922299385071,0.0702383890748024,-0.28810063004493713,0.1664389967918396,-0.1507934033870697,True
5,-0.10892146080732346,0.2411973476409912,0.07664584368467331,0.10836148262023926,-0.0180260818451643,-0.4620576500892639,0.2008029669523239,0.505128026008606,-0.2570887506008148,-0.10012363642454147,-0.2209237962961197,-0.3611108958721161,0.05592028424143791,0.09453316777944565,0.11476821452379227,-0.24070483446121216,-0.0034173685126006603,-0.30972132086753845,-0.07722767442464828,-0.5407611727714539,0.0693703442811966,0.14209431409835815,0.1923808753490448,-0.10362183302640915,-0.0880427435040474,0.051964595913887024,-0.22233574092388153,-0.1572248786687851,-0.22968734800815582,0.05811696872115135,0.41920411586761475,-0.011637219227850437,0.2014988213777542,-0.31962913274765015,-0.08397733420133591,0.40719810128211975,0.026495136320590973,-0.2773788273334503,-0.18703928589820862,-0.589009702205658,-0.02818046323955059,-0.11296483874320984,-0.1300210803747177,0.05066104978322983,0.1741834431886673,-0.1673516482114792,-0.17972351610660553,-0.006412667687982321,0.09844750910997391,0.13165228068828583,0.19711002707481384,-0.26477527618408203,-0.007501262705773115,-0.0900988057255745,-0.19378796219825745,0.1209661066532135,0.03667920082807541,-0.09155477583408356,-0.387195885181427,0.05801443010568619,0.18429574370384216,0.09603329002857208,0.14562642574310303,0.0019712760113179684,-0.36244553327560425,0.28679922223091125,0.11896378546953201,0.3211285471916199,-0.5530205965042114,0.3952762186527252,-0.24031320214271545,0.21989209949970245,0.33368417620658875,-0.05365476757287979,0.2938862144947052,0.09792740643024445,-0.018643062561750412,-0.14286409318447113,-0.25350695848464966,0.07490430027246475,-0.12836581468582153,-0.05978613346815109,-0.36411815881729126,0.3251819610595703,-0.15301594138145447,0.020958300679922104,0.1495843231678009,0.3304859697818756,0.30435240268707275,0.1995658278465271,0.37482497096061707,0.21434611082077026,0.05989857763051987,0.06358892470598221,0.41773751378059387,0.2692921459674835,0.03976932540535927,-0.19128257036209106,0.11349821090698242,-0.10536808520555496,True
12,-0.12956160306930542,0.27442002296447754,0.08678247034549713,0.1228456124663353,-0.01957058720290661,-0.5347795486450195,0.23038068413734436,0.5804368257522583,-0.2963812053203583,-0.11885412782430649,-0.25501036643981934,-0.4164508581161499,0.06566956639289856,0.10842190682888031,0.13366791605949402,-0.2775667607784271,-0.003396633081138134,-0.35561439394950867,-0.08932973444461823,-0.6229313611984253,0.07910718768835068,0.1626722365617752,0.22515733540058136,-0.11904805898666382,-0.09866584092378616,0.056242067366838455,-0.2513633668422699,-0.17971377074718475,-0.2639144957065582,0.07043404132127762,0.48329493403434753,-0.010530766099691391,0.23069021105766296,-0.368136465549469,-0.09416990727186203,0.4693111181259155,0.029779069125652313,-0.3196963965892792,-0.21547463536262512,-0.677898645401001,-0.028005868196487427,-0.1309116631746292,-0.15072250366210938,0.059210386127233505,0.2008792757987976,-0.1915353387594223,-0.21156065165996552,-0.008629094809293747,0.11340910196304321,0.15134327113628387,0.23184531927108765,-0.31038835644721985,-0.007997591979801655,-0.10341324657201767,-0.22538450360298157,0.1409870684146881,0.043810222297906876,-0.10620740801095963,-0.44525426626205444,0.06799008697271347,0.20894093811511993,0.10865364968776703,0.17015770077705383,0.0018367352895438671,-0.4180075526237488,0.33169689774513245,0.1387523114681244,0.37124231457710266,-0.6393241286277771,0.45591214299201965,-0.2791804373264313,0.252122163772583,0.3881343603134155,-0.059648919850587845,0.33727315068244934,0.11374148726463318,-0.01926550082862377,-0.16292425990104675,-0.29272791743278503,0.08672479540109634,-0.14765672385692596,-0.06775768101215363,-0.4214189350605011,0.3734836280345917,-0.17572075128555298,0.02132987603545189,0.17451806366443634,0.37945592403411865,0.3528610169887543,0.230466827750206,0.431230753660202,0.24514295160770416,0.06735506653785706,0.075258769094944,0.4763317406177521,0.30749592185020447,0.05201425030827522,-0.22282087802886963,0.13290990889072418,-0.12211993336677551,True
17,-0.14037813246250153,0.32042717933654785,0.06735436618328094,0.11140498518943787,-0.03138141706585884,-0.6183925867080688,0.23364165425300598,0.6808586120605469,-0.32822078466415405,-0.15555383265018463,-0.27381816506385803,-0.5028573274612427,0.08604069799184799,0.1455414742231369,0.1423185020685196,-0.3345002233982086,-0.0030992357060313225,-0.3811270594596863,-0.09020399302244186,-0.7227596044540405,0.09934690594673157,0.18314066529273987,0.2521991729736328,-0.14757493138313293,-0.1305152326822281,0.033850159496068954,-0.25693607330322266,-0.2415783405303955,-0.3007257580757141,0.07329574227333069,0.5265992283821106,-0.03283768147230148,0.2943407893180847,-0.43233829736709595,-0.12943115830421448,0.5256379842758179,0.0010152701288461685,-0.37382835149765015,-0.23725399374961853,-0.7545907497406006,-0.007674218621104956,-0.1491246521472931,-0.15905307233333588,0.049325622618198395,0.23543661832809448,-0.18671904504299164,-0.2361254245042801,-0.03836207836866379,0.13123534619808197,0.18568402528762817,0.2288576364517212,-0.35468676686286926,-0.013777188956737518,-0.10514235496520996,-0.2189924567937851,0.15328072011470795,0.0625532791018486,-0.14005936682224274,-0.45637890696525574,0.06073860079050064,0.2496950626373291,0.12408699095249176,0.18461482226848602,0.013339092954993248,-0.48341190814971924,0.3946254849433899,0.16915133595466614,0.41247719526290894,-0.7437518835067749,0.5341336727142334,-0.2936021089553833,0.2647877633571625,0.46087998151779175,-0.05338062718510628,0.381833553314209,0.1290375292301178,-0.031765297055244446,-0.19070643186569214,-0.35849660634994507,0.12754163146018982,-0.17865626513957977,-0.06772442162036896,-0.47991615533828735,0.4495328664779663,-0.17357796430587769,0.019389700144529343,0.1849088966846466,0.44228607416152954,0.41846489906311035,0.27461862564086914,0.4806751012802124,0.26635628938674927,0.06260097771883011,0.0875551700592041,0.5098661184310913,0.37061381340026855,0.033561594784259796,-0.2534235715866089,0.12495462596416473,-0.09929397702217102,True
18,-0.11288610845804214,0.23388350009918213,0.07752145081758499,0.1091117262840271,-0.005503715947270393,-0.46671000123023987,0.20270220935344696,0.5077129006385803,-0.25597289204597473,-0.09851165860891342,-0.2300429493188858,-0.3555239140987396,0.055337388068437576,0.08647027611732483,0.11843854188919067,-0.23885881900787354,-0.006467011291533709,-0.31743600964546204,-0.0840538963675499,-0.5418386459350586,0.06565698981285095,0.14764411747455597,0.19559089839458466,-0.10413996130228043,-0.0910865068435669,0.05790625885128975,-0.23066721856594086,-0.15838193893432617,-0.23034991323947906,0.05942581966519356,0.4271593987941742,-0.0063370466232299805,0.2033122032880783,-0.32184502482414246,-0.08667781949043274,0.4113785922527313,0.027483582496643066,-0.2814217805862427,-0.19537179172039032,-0.5895898938179016,-0.02305837906897068,-0.11477094143629074,-0.13108676671981812,0.052036743611097336,0.1783064752817154,-0.17271815240383148,-0.18059797585010529,-0.0033789288718253374,0.10762828588485718,0.13508278131484985,0.20594608783721924,-0.2774186432361603,-0.011847053654491901,-0.087393619120121,-0.19601111114025116,0.12001743167638779,0.042844902724027634,-0.09209594875574112,-0.39041849970817566,0.06624218076467514,0.18055064976215363,0.09545183181762695,0.15254639089107513,0.003057709662243724,-0.36795321106910706,0.2841848134994507,0.11440738290548325,0.3183600902557373,-0.560416042804718,0.41077354550361633,-0.2555643618106842,0.21239976584911346,0.3312801420688629,-0.057836901396512985,0.2937646806240082,0.09948132187128067,-0.020301999524235725,-0.14348842203617096,-0.25980818271636963,0.07995999604463577,-0.13064831495285034,-0.0612373948097229,-0.37371429800987244,0.32669365406036377,-0.1555022895336151,0.023878581821918488,0.1488926261663437,0.33771273493766785,0.29958006739616394,0.21030788123607635,0.3789924681186676,0.21495848894119263,0.06328899413347244,0.06791168451309204,0.41665521264076233,0.26394417881965637,0.04474908113479614,-0.1966490000486374,0.10916050523519516,-0.1081329956650734,True
24,-0.09441357851028442,0.20807456970214844,0.06204821169376373,0.09656625241041183,-0.012137025594711304,-0.3988151550292969,0.1715063601732254,0.43507468700408936,-0.2241969108581543,-0.08366592973470688,-0.2007792741060257,-0.3145565092563629,0.051358774304389954,0.0826292634010315,0.10162621736526489,-0.2104877084493637,0.0017907804576680064,-0.2669949233531952,-0.06658228486776352,-0.47245121002197266,0.06261387467384338,0.12057069689035416,0.17142558097839355,-0.09306615591049194,-0.0684085264801979,0.03841230273246765,-0.18657636642456055,-0.14021556079387665,-0.20221860706806183,0.05430229380726814,0.3623234033584595,-0.008619904518127441,0.17453749477863312,-0.2773508131504059,-0.07858303189277649,0.355560302734375,0.02212626300752163,-0.24523864686489105,-0.1639421582221985,-0.5106860995292664,-0.028262970969080925,-0.09608802199363708,-0.11633653193712234,0.04553890600800514,0.1543593853712082,-0.14431403577327728,-0.15929903090000153,-0.009017120115458965,0.08190649002790451,0.11786463111639023,0.1730450838804245,-0.23452502489089966,-0.006340906023979187,-0.07634596526622772,-0.1640264391899109,0.10588666051626205,0.035976286977529526,-0.08550017327070236,-0.3370877802371979,0.050022732466459274,0.16308699548244476,0.08200912922620773,0.12815546989440918,0.001420238520950079,-0.3168962895870209,0.25400957465171814,0.10498841851949692,0.28166303038597107,-0.483541876077652,0.34698066115379333,-0.2082325667142868,0.19225625693798065,0.29700392484664917,-0.0468948595225811,0.2528742253780365,0.08434343338012695,-0.013666242361068726,-0.1213848888874054,-0.22376985847949982,0.06670279055833817,-0.10986796021461487,-0.05225497484207153,-0.3259275257587433,0.28104397654533386,-0.12944559752941132,0.01658366061747074,0.13068260252475739,0.2862217128276825,0.2709404528141022,0.17155475914478302,0.31976258754730225,0.1865130513906479,0.05372881516814232,0.05580034852027893,0.35466670989990234,0.23564516007900238,0.03861240670084953,-0.16870492696762085,0.10221604257822037,-0.08876066654920578,True
27,-0.1641063094139099,0.34773021936416626,0.11508838832378387,0.16162064671516418,-0.03441343456506729,-0.6833059787750244,0.2936423420906067,0.7377085089683533,-0.3756423592567444,-0.1493520587682724,-0.3181421458721161,-0.5310478210449219,0.07564058899879456,0.1444740891456604,0.16293863952159882,-0.35100069642066956,-0.007361520081758499,-0.4430486857891083,-0.11962497234344482,-0.7910209894180298,0.1008516401052475,0.2097284495830536,0.28470179438591003,-0.15293097496032715,-0.12704172730445862,0.06808000802993774,-0.31568366289138794,-0.22100625932216644,-0.3342368006706238,0.08194012194871902,0.6029781103134155,-0.020201750099658966,0.3032841682434082,-0.4654334485530853,-0.12304485589265823,0.5938661098480225,0.05034731328487396,-0.4081621766090393,-0.2758943438529968,-0.8460670709609985,-0.03407344967126846,-0.16446006298065186,-0.20026881992816925,0.07666634768247604,0.25767460465431213,-0.23515677452087402,-0.2728882133960724,-0.01171938143670559,0.14722342789173126,0.19280219078063965,0.2828100025653839,-0.38736492395401,-0.007261942140758038,-0.12453802675008774,-0.2786499857902527,0.17851054668426514,0.06297128647565842,-0.13879868388175964,-0.5507194995880127,0.09652424603700638,0.2627636194229126,0.1343986690044403,0.21117010712623596,-0.0013712991494685411,-0.5212752819061279,0.4141485095024109,0.17362381517887115,0.47644197940826416,-0.8075571060180664,0.5804721117019653,-0.3500107526779175,0.3190186321735382,0.4893340468406677,-0.08169923722743988,0.4326487183570862,0.14482106268405914,-0.022489037364721298,-0.2089024931192398,-0.3671306073665619,0.09941139817237854,-0.192003071308136,-0.08323785662651062,-0.5305973887443542,0.4786999821662903,-0.22600342333316803,0.03036738559603691,0.22037452459335327,0.4706916809082031,0.4459189176559448,0.2980838716030121,0.5406370759010315,0.30974170565605164,0.08428951352834702,0.08963511139154434,0.6022228002548218,0.38995492458343506,0.0596308633685112,-0.2778373956680298,0.17044129967689514,-0.14683304727077484,True
28,-0.1165546327829361,0.2356472909450531,0.07523137331008911,0.1070457398891449,-0.020244497805833817,-0.47762835025787354,0.20794475078582764,0.5229012966156006,-0.2570289969444275,-0.11147718131542206,-0.22522307932376862,-0.3621003031730652,0.04975402355194092,0.09173217415809631,0.12130129337310791,-0.24019686877727509,-0.0010748616186901927,-0.3183782994747162,-0.07675233483314514,-0.5628268718719482,0.06326211243867874,0.14048674702644348,0.2013990581035614,-0.1106196939945221,-0.08749900758266449,0.04571060091257095,-0.22486594319343567,-0.15787097811698914,-0.2366650104522705,0.0684116929769516,0.42914241552352905,-0.015010812319815159,0.21834087371826172,-0.33463409543037415,-0.07629713416099548,0.4157317578792572,0.023614810779690742,-0.2848013639450073,-0.19177880883216858,-0.5992093682289124,-0.01700611785054207,-0.12796670198440552,-0.13501781225204468,0.053697600960731506,0.1867213249206543,-0.17862965166568756,-0.1850704550743103,-0.0005576133262366056,0.09570838510990143,0.1422988325357437,0.2012491375207901,-0.27996233105659485,-0.004236940294504166,-0.08217430859804153,-0.19724319875240326,0.12843017280101776,0.04673060029745102,-0.08953255414962769,-0.39047905802726746,0.06421712040901184,0.18043449521064758,0.10231036692857742,0.15936940908432007,-0.002320320112630725,-0.37525951862335205,0.28921398520469666,0.12839464843273163,0.33576539158821106,-0.5792998671531677,0.4075295925140381,-0.24278652667999268,0.2255251407623291,0.3493083119392395,-0.06023114174604416,0.2997254431247711,0.10137493163347244,-0.026627153158187866,-0.14399033784866333,-0.2621940076351166,0.06905050575733185,-0.12855619192123413,-0.058038607239723206,-0.3713679909706116,0.34048041701316833,-0.1544913649559021,0.026500776410102844,0.15357637405395508,0.3424695134162903,0.3143494427204132,0.2139435112476349,0.37491708993911743,0.21911628544330597,0.058822423219680786,0.0685109943151474,0.4236185848712921,0.27564871311187744,0.045691121369600296,-0.1931266486644745,0.12444228678941727,-0.11582896113395691,True
